,sunb_name,contents_origin,ingd_code
6718,터필살리실레이트(Thurfyl Salicylate),,
6719,티말파신(Thymalfasin),,
6720,사향초(Thyme),,
6721,타임유(Thyme Oil),,
6722,티미딘(Thymidine),,
6723,티몰(Thymol),,
6724,갑상선호르몬(Thymus Hormones),,
6725,티로글로불린(Thyroglobulin),,
6726,갑상선(Thyroid),,
6727,티에스에취(Thyrotrophin),,
6728,타이로트로핀알파(Thyrotropin Alfa),,
6729,티아벤다졸(Thiabendazole),,
6730,티아크리라스트(Tiacrilast),,
6731,티아데놀(Tiadenol),,
6732,티아가빈염산염(Tiagabine Hydrochloride),,
6733,염산티아메니딘(Tiamenidine Hydrochloride),,
6734,티아물린푸마르산염(Tiamulin Fumarate),,
6735,티아넵틴나트륨(Tianeptine Sodium),,
6736,티아파밀(Tiapamil),,
6737,티아프리드염산염(Tiapride Hydrochloride),,
6738,티아프로펜산(Tiaprofenic Acid),,
6739,티아프로스트트로메타몰(Tiaprost Trometamol),,
6740,티아라미드염산염(Tiaramide Hydrochloride),,
6741,티바로신(Tibalosin),,
6742,티베조늄요오드화물(Tibezonium Iodide),,
6743,티볼론(Tibolone),,
6744,티카실린모노나트륨수화물(Ticarcillin Monosodium Hydrate),,
6745,티카실린나트륨(Ticarcillin Sodium),,
6746,진드기안티세라(Tick Venom Antisera),,
6747,진드기매개뇌염면역글로불린(Tick-borne Encephalitis Immunoglobulins),,
6748,진드기매개의바이러스뇌염백신(Tick-borne Encephalitis Vaccines),,
6749,티클로피딘염산염(Ticlopidine Hydrochloride),"마늘, 생강, 인삼, 은행엽은 피를 묽게 하여 출혈의 위험성을 높일 수 있으니 과량 섭취에 주의하세요.",
6750,티클로피딘염산염(Ticlopidine Hydrochloride),"과도한 비타민 A와 비타민 E의 병용시 피를 너무 묽게 할 수 있어요. 비타민 E는 하루 400IU 이하, 비타민 A는 하루 10000IU이하로 섭취하시길 권해요.",
6751,티클로피딘염산염(Ticlopidine Hydrochloride),녹차는 혈전 생성을 억제하고 동맥경화를 예방하는 작용을 합니다. 따라서 항응고제 복용시 녹차를 꾸준히 복용하려면 항응고제의 용량을 낮추어야 해요.,
6752,티클로피딘염산염(Ticlopidine Hydrochloride),"코엔자임 Q10은 혈액응고효과가 있어, 복용시 이 약의 효과가 약간 떨어질 수 있어요. 복용시 전문가와 상의한 후 늘 일정량을 복용하도록 주의하세요. ",
6753,티에모늄요오드화물(Tiemonium Iodide),,
6754,티에모늄메틸황산염(Tiemonium Methylsulfate),,
6755,티에닐릭에시드(Tienilic Acid),,
6756,티게모남(Tigemonam),,
6757,β-갈락토시다제(β-Galactosidase),,
6758,틸브로퀴놀(Tilbroquinol),,
6759,틸레타민염산염(Tiletamine Hydrochloride),,
6760,틸리아화(Lime Flower),,
6761,틸리딘염산염반수화물(Tilidine Hydrochloride Hemihydrate),,
6762,틸리퀴놀(Tiliquinol),,
6763,틸리소롤(Tilisolol),,
6764,틸미코신(Tilmicosin),,
6765,틸미코신포스페이트(Tilmicosin Phosphate),,
6766,소듐틸루드로네이트(Tiludronate Sodium),,
6767,틸루드로닉에시드(Tiludronic Acid),,
6768,티메피듐브롬화물수화물(Timepidium Bromide Hydrate),,
6769,티미페론(Timiperone),,
6770,티몰롤말레산염(Timolol Maleate),,
6771,티모나식(Timonacic),,
6772,주석(Tin),,
6773,티니다졸(Tinidazole),,
6774,티노리딘염산염(Tinoridine Hydrochloride),,
6775,틴-프로토포르피린(Tin-protoporphyrin),,
6776,틴자파린나트륨(Tinzaparin Sodium),,
6777,티오칼리드(Tiocarlide),,
6778,티오클로마롤(Tioclomarol),,
6779,티오코나졸(Tioconazole),,
6780,티오구아닌(Thioguanine),,
6781,티오프로닌(Tiopronin),,
6782,염산티오스피론(Tiospirone Hydrochloride),,
6783,티오틱센(Thiothixene),,
6784,티오틱센염산염수화물(Thiothixene Hydrochloride Hydrate),,
6785,티오트로퓸브롬화물(Tiotropium Bromide),,
6786,티옥솔론(Tioxolone),,
6787,티페피딘히벤즈산염(Tipepidine Hibenzate),,
6788,티프라나비어(Tipranavir),,
6789,티퀴쥼브롬화물(Tiquizium Bromide),,
6790,티라파자민(Tirapazamine),,
6791,티라트리콜(Tiratricol),,
6792,티리라자드메실레이트(Tirilazad Mesilate),,
6793,티로피반염산염(Tirofiban Hydrochloride),,
6794,티로프라미드염산염(Tiropramide Hydrochloride),,
6795,티소푸린(Tisopurine),,
6796,티타늄(Titanium),,
6797,산화티탄(Titanium Oxide),,
6798,틱소코톨피발레이트(Tixocortol Pivalate),,
6799,티자니딘염산염(Tizanidine Hydrochloride),공복시 복용 또는 식후 복용을 일관되게 하세요. 음식물이 이 약의 흡수에 영향을 미칠 수 있어요.,
6800,티자니딘염산염(Tizanidine Hydrochloride),음주를 삼가세요. 음주시 이 약의 중추억제효과가 심해져요.,
6801,토브라마이신(Tobramycin),,
6802,토브라마이신황산염(Tobramycin Sulfate),,
6803,토카이니드(Tocainide),,
6804,토카이니드염산염(Tocainide Hydrochloride),,
6805,토실리주맙(Tocilizumab),,
6806,토코페롤니코티네이트(Tocopherol Nicotinate),,
6807,토코피브레이트(Tocofibrate),,
6808,토코페릴퀴논(Tocopherylquinone),,
6809,토드랄라진염산염수화물(Todralazine Hydrochloride Hydrate),,
6810,염산토페나신(Tofenacin Hydrochloride),,
6811,토피소팜(Tofisopam),음주를 삼가세요. 음주시 이 약의 진정작용과 중독성이 심해질 수 있어요.,
6812,토피소팜(Tofisopam),{{카페인}} 복용시 주의하세요. 카페인은 이 약의 진정효과를 상쇄시킬 수 있어요.,
6813,토피소팜(Tofisopam),"천연진정제(예. 카바, 호프, 길초근, 시계꽃)를 복용시 약효가 중복되므로 위험할 수 있어요.",
6814,토피소팜(Tofisopam),니코틴은 이 약의 배설을 촉진하여 약효를 감소시킬 수 있어요.,
6815,톨라자미드(Tolazamide),,
6816,톨라졸린염산염(Tolazoline Hydrochloride),,
6817,톨부타미드(Tolbutamide),,
6818,톨카폰(Tolcapone),,
6819,톨시클레이트(Tolciclate),,
6820,톨페남산(Tolfenamic Acid),,
6821,톨메틴나트륨수화물(Tolmetin Sodium Hydrate),,
6822,톨나프테이트(Tolnaftate),,
6823,톨로코늄메칠설페이트(Toloconium Metilsulfate),,
6824,톨로니딘니트레이트(Tolonidine Nitrate),,
6825,톨로늄클로라이드(Tolonium Chloride),,
6826,톨록사톤(Toloxatone),,
6827,톨페리손염산염(Tolperisone Hydrochloride),,
6828,염산톨프로파민(Tolpropamine Hydrochloride),,
6829,톨레스타트(Tolrestat),,
6830,톨터로딘타르타르산염(Tolterodine Tartrate),식사와 관계없이 복용할 수 있어요.,
6831,톨터로딘타르타르산염(Tolterodine Tartrate),음주는 졸음을 유발하고 소변을 많이 보게 하므로 이 약의 부작용을 악화시키는 동시에 효능을 약화시킬 수 있어요.,
6832,톨터로딘타르타르산염(Tolterodine Tartrate),"마늘과 멜라토닌은 이 약의 대사를 저해하므로, 이 약의 혈중농도를 증가시켜 부작용을 악화시킬 수 있어요.",
6833,톨터로딘타르타르산염(Tolterodine Tartrate),"녹차, 아스파라거스 추출물, 민들레 등과 같은 천연 이뇨제는 화장실을 자주 드나들게 만들어 이 약의 치료효과를 방해할 수 있으니 주의하세요.",
6834,톨트라주릴(Toltrazuril),,
6835,토루발삼(Tolu Balsam),,
6836,톨루엔(Toluene),,
6837,토메루카스트(Tomelukast),,
6838,토나조신메실레이트(Tonazocine Mesilate),,
6839,톤조니움브로마이드(Tonzonium Bromide),,
6840,토피라메이트(Topiramate),식사와 관계없이 복용할 수 있어요. ,
6841,토피라메이트(Topiramate),이 약을 복용하는 동안 충분한 수분섭취를 유지하세요. 충분한 수분섭취는 신장결석의 위험성을 완화시킬 수 있어요.,
6842,토피라메이트(Topiramate),"음주를 삼가세요. 음주시 이 약의 부작용(느린 맥박, 졸음, 어지러움증)이 심해질 수 있어요.",
6843,토포테칸염산염(Topotecan Hydrochloride),,
6844,토르세미드(Torsemide),식사와 함께 복용하면 위장장애를 줄일 수 있어요.,
6845,토르세미드(Torsemide),"녹차, 아스파라거스 추출물, 민들레차와 같은 천연 이뇨제는 이 약과 같은 작용을 하므로 섭취에 주의하세요.",
6846,토르세미드(Torsemide),{{칼륨이 풍부한 식단}} 또는 칼륨보충제를 복용시 저칼륨혈증에 도움을 줄 수 있어요.,
6847,토르세미드(Torsemide),제산제(인산알루미늄 함유) 복용시 이 약의 흡수가 저해될 수 있어요. 이 약과 시간간격을 두고 제산제를 복용하세요.,
6848,토레미펜시트르산염(Toremifene Citrate),,
6849,토르멘틸(Tormentil),,
6850,토삭티드(Tosactide),,
6851,토시투모맙(Tositumomab),,
6852,토수플록사신(Tosufloxacin),,
6853,토수플록사신토실산염수화물(Tosufloxacin Tosilate Hydrate),,
6854,클로라민T(Chloramine T),,
6855,트라벡테딘(Trabectedin),,
6856,트라페르민(Trafermin),,
6857,트라가칸타(Tragacanth),,
6858,트라마돌염산염(Tramadol Hydrochloride),식사와 관계없이 복용할 수 있어요. ,
6859,트라마돌염산염(Tramadol Hydrochloride),음주를 최대한 줄이거나 피하세요. 음주시 어지럽거나 가라앉는 증상이 심해질 수 있어요.,
6860,트라마졸린염산염일수화물(Tramazoline Hydrochloride Monohydrate),,
6861,트란돌라프릴(Trandolapril),,
6862,트라넥삼산(Tranexamic Acid),,
6863,트라닐라스트(Tranilast),,
6864,트란스카이니드(Transcainide),,
6865,트랜스퍼팩터(Transfer Factor),,
6866,변형성장요소항체(Transforming Growth Factor Antibodies),,
6867,황산트라닐사이프로민(Tranylcypromine Sulphate),,
6868,트라피딜(Trapidil),,
6869,트라스투주맙(Trastuzumab),,
6870,트라보프로스트(Travoprost),,
6871,소듐트락사녹스(Traxanox Sodium),,
6872,트라조돈염산염(Trazodone Hydrochloride),식사와 함께 복용하면 위장장애를 줄일 수 있어요.,
6873,트라조돈염산염(Trazodone Hydrochloride),음주를 최대한 줄이거나 피하세요. 음주시 어지럽거나 가라앉는 증상이 심해질 수 있어요.,
6874,트레펜타닐(Trefentanil),,
6875,트레마캄라(Tremacamra),,
6876,트렌볼론아세테이트(Trenbolone Acetate),,
6877,트렌게스톤(Trengestone),,
6878,트레오설판(Treosulfan),,
6879,트레옥시토신(Treoxytocin),,
6880,트레피부톤(Trepibutone),,
6881,트레프로스티닐(Treprostinil),,
6882,트레프로스티닐나트륨(Treprostinil Sodium),,
6883,트레티노인(Tretinoin),,
6884,트리메토퀴놀염산염수화물(Trimetoquinol Hydrochloride Hydrate),,
6885,트리아세틴(Triacetin),,
6886,트리암시놀론(Triamcinolone),,
6887,트리암시놀론아세토니드(Triamcinolone Acetonide),,
6888,트리암시놀론아세토니드포스페이트나트륨(Triamcinolone Acetonide Sodium Phosphate),,
6889,트리암시놀론아세테이트(Triamcinolone Diacetate),,
6890,트리암시놀론헥사세토니드(Triamcinolone Hexacetonide),,
6891,트리암테렌(Triamterene),식사와 함께 복용하면 위장장애를 줄일 수 있어요.,
6892,트리암테렌(Triamterene),"녹차, 아스파라거스 추출물, 민들레차와 같은 천연 이뇨제는 이 약과 같은 작용을 하므로 섭취에 주의하세요.",
6893,트리암테렌(Triamterene),이 약은 체내 칼륨을 증가시킬 수 있어요. {{칼륨이 풍부한 식단}} 또는 칼륨보충제를 피하세요. 고칼륨혈증의 위험성이 커져요.,
6894,트리아졸람(Triazolam),음주를 삼가세요. 음주시 이 약의 진정작용과 중독성이 심해질 수 있어요.,
6895,트리아졸람(Triazolam),{{카페인}} 복용시 주의하세요. 카페인은 이 약의 진정효과를 상쇄시킬 수 있어요.,
6896,트리아졸람(Triazolam),"천연진정제(예. 카바, 호프, 길초근, 시계꽃)를 복용시 약효가 중복되므로 위험할 수 있어요.",
6897,트리아졸람(Triazolam),니코틴은 이 약의 배설을 촉진하여 약효를 감소시킬 수 있어요.,
6898,트리아졸람(Triazolam),자몽주스 섭취시 주의하세요.,
6899,트리소듐포스페이트(Trisodium Phosphate),,
6900,트리베노시드(Tribenoside),,
6901,트리브로모에칠알콜(Tribromoethyl Alcohol),,
6902,아세틸시트르산트리부틸(Tributyl Acetylcitrate),,
6903,트리카프릴린(Tricaprylin),,
6904,트리카바우리니움(Tricarbaurinium),,
6905,트리클로르메티아지드(Trichlormethiazide),,
6906,트리클로로아세트산(Trichloroacetic Acid),,
6907,트리클로로에탄(Trichloroethane),,
6908,트리클로르에칠렌(Trichloroethylene),,
6909,트리클로르모노플루오로메탄(Trichloromonofluoromethane),,
6910,트리클로로페녹시아세틱에시드(Trichlorophenoxyacetic Acid),,
6911,트리코모니아시스백신(Trichomoniasis Vaccines),,
6912,트리코산틴(Trichosanthin),,
6913,트리클라벤다졸(Triclabendazole),,
6914,트리클로카르반(Triclocarban),,
6915,트리클로포스나트륨(Triclofos Sodium),,
6916,트리클로산(Triclosan),,
6917,트리디헥세칠클로라이드(Tridihexethyl Chloride),,
6918,트리엔틴염산염(Trientine Hydrochloride),,
6919,시트르산트리에틸(Triethyl Citrate),,
6920,트리펜모르프(Trifenmorph),,
6921,트리플루무론(Triflumuron),,
6922,트리플루오메프라진말레이트(Trifluomeprazine Maleate),,
6923,트리플루오페라진염산염(Trifluoperazine Hydrochloride),,
6924,트리플루페리돌(Trifluperidol),,
6925,염산트리플루페리돌(Trifluperidol Hydrochloride),,
6926,트리플루프로마진(Triflupromazine),,
6927,트리플루프로마진염산염(Triflupromazine Hydrochloride),,
6928,트리플루리딘(Trifluridine),,
6929,트리플루살(Triflusal),,
6930,트리헥시페니딜염산염(Trihexyphenidyl Hydrochloride),이 약을 복용하는 동안 입이 마를 수 있어요. 충분한 물을 자주 섭취하세요.,
6931,트리헥시페니딜염산염(Trihexyphenidyl Hydrochloride),"음주를 삼가세요. 음주시 이 약의 약효가 감소하거나, 이 약의 부작용(느린 맥박 등)이 심해질 수 있어요.",
6932,트리헥시페니딜염산염(Trihexyphenidyl Hydrochloride),감귤류 및 과일주스와 같은 산성 음식은 이 약의 효과를 저해할 수 있어요.,
6933,트리레티드(Triletide),,
6934,트리로스탄(Trilostane),,
6935,염산트리마조신(Trimazosin Hydrochloride),,
6936,트리메부틴말레산염(Trimebutine Maleate),식전 30분에 복용하세요. 서방형은 공복(식사 1시간 이전 또는 식사 2시간 이후)에 복용할 수 있어요.,
6937,트리메게스톤(Trimegestone),,
6938,염산트리메페리딘(Trimeperidine Hydrochloride),,
6939,캄실산트리메타판(Trimetaphan Camsilate),,
6940,트리메타지딘염산염(Trimetazidine Hydrochloride),,
6941,트리메타디온(Trimethadione),,
6942,트리메토벤자미드염산염(Trimethobenzamide Hydrochloride),,
6943,트리메토프림(Trimethoprim),식사와 관계없이 복용할 수 있어요. 식사와 함께 복용하면 위장장애를 줄일 수 있어요.,
6944,트리메토프림(Trimethoprim),이 약을 복용하는 동안 충분한 수분섭취를 유지하세요. 충분한 수분섭취는 신장결석의 위험성을 완화시킬 수 있어요.,
6945,트리메토프림(Trimethoprim),이 약은 엽산의 고갈을 일으킬 수 있어요. 보충제의 복용이 도움을 줄 수 있어요.,
6946,트리메토프림(Trimethoprim),음주를 삼가세요. ,
6947,트리메토프림(Trimethoprim),제산제를 복용시 이 약의 흡수가 저해될 수 있어요.,
6948,트리메토프림(Trimethoprim),칼륨 보충제를 복용시 주의하세요. 고칼륨혈증의 위험성이 커질 수 있어요.,
6949,트리메토프림황산염(Trimethoprim Sulfate),,
6950,트리메토진(Trimetozine),,
6951,트리메트렉세이트글루쿠로네이트(Trimetrexate Glucuronate),,
6952,트리미프라민(Trimipramine),,
6953,트리미프라민말레산염(Trimipramine Maleate),,
6954,트리모프로스틸(Trimoprostil),,
6955,트리부틸인산(Tributyl Phosphate),,
6956,피크린산(Picrinic Acid),,
6957,트리옥살렌(Trioxsalen),,
6958,트리파미드(Tripamide),,
6959,트리펠레나민구연산염(Tripelennamine Citrate),,
6960,트리펠레나민염산염(Tripelennamine Hydrochloride),,
6961,트리페닐안티모니설파이드(Triphenyl Antimony Sulfide),,
